AlertID,ClaimID,PolicyID,DetectionDate,FraudType,ModelScore,InvestigationStatus,Outcome
12001724,8017535,5001405,2022-09-28,Upcoding,0.532,Open,NotConfirmed
12001725,8006206,5006343,2026-01-04,Inflated Repair,0.828,InProgress,NotConfirmed
12001726,8023680,5019467,2025-07-11,Upcoding,0.805,Open,NotConfirmed
12001727,8008683,5018185,2022-07-22,Duplicate Claim,0.809,InProgress,NotConfirmed
12001728,8004555,5026963,2025-07-28,Upcoding,0.492,InProgress,NotConfirmed
12001729,8017409,5010822,2023-08-13,Inflated Repair,0.238,InProgress,Confirmed
12001730,8015888,5019518,2023-07-02,Identity Theft,0.515,Closed,NotConfirmed
12001731,8013929,5012885,2025-12-17,Duplicate Claim,0.849,Open,Inconclusive
12001732,8041902,5022166,2025-11-07,Provider Collusion,0.954,Closed,Confirmed
12001733,8003910,5013273,2025-03-04,Duplicate Claim,0.312,Open,NotConfirmed
12001734,8017111,5020012,2024-06-11,Duplicate Claim,0.947,Closed,Confirmed
12001735,8036591,5006385,2022-06-10,Inflated Repair,0.152,Closed,NotConfirmed
12001736,8030083,5025829,2024-07-27,Upcoding,0.819,InProgress,Confirmed
12001737,8027163,5016128,2024-07-12,Staged Accident,0.358,Open,Inconclusive
12001738,8003150,5013617,2025-02-12,Inflated Repair,0.941,Open,NotConfirmed
12001739,8030044,5022663,2023-11-01,Inflated Repair,0.324,Open,NotConfirmed
12001740,8037246,5014797,2021-05-20,Inflated Repair,0.446,InProgress,NotConfirmed
12001741,8032671,5009950,2025-02-17,Duplicate Claim,0.958,Open,NotConfirmed
12001742,8029246,5021757,2024-04-12,Identity Theft,0.865,InProgress,Confirmed
12001743,8036374,5026263,2021-09-07,Duplicate Claim,0.629,Open,Confirmed
12001744,8008483,5006033,2023-02-13,Provider Collusion,0.977,Open,NotConfirmed
12001745,8033862,5011767,2024-05-22,Inflated Repair,0.989,Open,Inconclusive
12001746,8006885,5002341,2023-06-22,Identity Theft,0.474,Open,Confirmed
12001747,8002337,5002729,2024-03-08,Staged Accident,0.927,InProgress,NotConfirmed
12001748,8000071,5015821,2023-12-05,Provider Collusion,0.953,Closed,NotConfirmed
12001749,8008851,5012485,2024-06-29,Upcoding,0.985,Closed,Confirmed
12001750,8019386,5024806,2022-04-09,Inflated Repair,0.907,Open,Inconclusive
12001751,8039735,5022883,2025-10-30,Provider Collusion,0.652,Open,NotConfirmed
12001752,8011756,5000590,2025-09-05,Staged Accident,0.159,Open,Confirmed
12001753,8017715,5014072,2021-02-05,Inflated Repair,0.442,Open,NotConfirmed
12001754,8032919,5007983,2020-10-22,Upcoding,0.641,InProgress,NotConfirmed
12001755,8009282,5003667,2020-06-30,Provider Collusion,0.224,InProgress,NotConfirmed
12001756,8029779,5002784,2022-04-04,Staged Accident,0.272,Open,Confirmed
12001757,8010994,5013615,2022-02-20,Duplicate Claim,0.214,Open,Confirmed
12001758,8015157,5026789,2025-03-15,Staged Accident,0.727,Open,NotConfirmed
12001759,8036481,5000864,2026-03-08,Upcoding,0.96,InProgress,Inconclusive
12001760,8017832,5024569,2020-11-01,Inflated Repair,0.581,Closed,Inconclusive
12001761,8013868,5016863,2020-11-13,Staged Accident,0.793,Open,NotConfirmed
12001762,8007769,5013046,2020-07-29,Upcoding,0.958,InProgress,Confirmed
12001763,8041686,5011944,2023-06-21,Duplicate Claim,0.34,Open,Confirmed
12001764,8036055,5010802,2022-10-14,Identity Theft,0.628,Open,Inconclusive
12001765,8011634,5007376,2024-07-21,Staged Accident,0.641,Open,Confirmed
12001766,8015325,5003129,2021-02-14,Duplicate Claim,0.921,Open,NotConfirmed
12001767,8016669,5026348,2024-12-20,Duplicate Claim,0.3,InProgress,NotConfirmed
12001768,8014680,5025515,2025-11-09,Identity Theft,0.716,Closed,NotConfirmed
12001769,8042203,5010286,2024-09-17,Staged Accident,0.458,Closed,NotConfirmed
12001770,8036541,5010041,2021-03-05,Duplicate Claim,0.612,Closed,Inconclusive
12001771,8040061,5010193,2021-04-06,Staged Accident,0.951,InProgress,NotConfirmed
12001772,8003280,5012156,2025-02-08,Identity Theft,0.187,InProgress,Inconclusive
12001773,8020014,5026524,2023-07-13,Duplicate Claim,0.246,InProgress,NotConfirmed
12001774,8018354,5023465,2021-12-30,Identity Theft,0.726,InProgress,Inconclusive
12001775,8023589,5021747,2023-10-24,Inflated Repair,0.765,InProgress,Inconclusive
12001776,8009261,5014065,2022-11-20,Identity Theft,0.757,InProgress,NotConfirmed
12001777,8038993,5021949,2023-01-10,Provider Collusion,0.432,Open,NotConfirmed
12001778,8022774,5027724,2021-04-17,Inflated Repair,0.789,Closed,NotConfirmed
12001779,8043894,5010883,2025-06-08,Provider Collusion,0.278,InProgress,NotConfirmed
12001780,8035421,5029957,2023-06-12,Identity Theft,0.518,InProgress,Confirmed
12001781,8030771,5001858,2020-04-11,Staged Accident,0.722,Open,NotConfirmed
12001782,8011973,5016280,2025-08-01,Upcoding,0.23,InProgress,Inconclusive
12001783,8002911,5022486,2024-01-08,Provider Collusion,0.825,InProgress,Inconclusive
12001784,8033282,5026307,2024-02-25,Staged Accident,0.656,Closed,Confirmed
12001785,8014394,5007895,2025-07-25,Provider Collusion,0.504,InProgress,NotConfirmed
12001786,8020619,5021628,2023-11-02,Upcoding,0.462,InProgress,NotConfirmed
12001787,8029948,5023782,2021-01-17,Inflated Repair,0.778,Closed,NotConfirmed
12001788,8028129,5024990,2025-05-27,Identity Theft,0.691,Open,NotConfirmed
12001789,8018447,5024517,2023-10-12,Staged Accident,0.618,Closed,Confirmed
12001790,8013068,5027352,2022-06-15,Duplicate Claim,0.881,Closed,NotConfirmed
12001791,8014338,5007656,2024-07-06,Provider Collusion,0.469,Open,NotConfirmed
12001792,8028591,5029137,2021-05-12,Staged Accident,0.903,Closed,NotConfirmed
12001793,8006901,5013413,2021-04-22,Duplicate Claim,0.353,Open,NotConfirmed
12001794,8016012,5018247,2024-05-20,Inflated Repair,0.259,Closed,NotConfirmed
12001795,8019126,5006068,2023-05-29,Inflated Repair,0.252,InProgress,NotConfirmed
12001796,8043987,5021463,2023-03-19,Identity Theft,0.941,Closed,NotConfirmed
12001797,8028249,5027873,2021-09-03,Staged Accident,0.906,InProgress,NotConfirmed
12001798,8032143,5007629,2021-11-02,Staged Accident,0.981,InProgress,Inconclusive
12001799,8004248,5024381,2023-07-12,Duplicate Claim,0.435,InProgress,NotConfirmed
12001800,8033703,5014122,2025-01-27,Duplicate Claim,0.92,Open,Confirmed
12001801,8011100,5008551,2022-02-14,Staged Accident,0.925,InProgress,Confirmed
12001802,8005732,5023769,2025-01-12,Staged Accident,0.988,InProgress,Inconclusive
12001803,8031748,5007456,2021-07-02,Staged Accident,0.461,Open,NotConfirmed
12001804,8007464,5008299,2021-03-10,Duplicate Claim,0.523,InProgress,NotConfirmed
12001805,8011728,5006889,2022-09-25,Identity Theft,0.739,Open,NotConfirmed
12001806,8017340,5011668,2026-03-21,Duplicate Claim,0.265,Open,NotConfirmed
12001807,8035007,5007006,2024-01-31,Duplicate Claim,0.163,InProgress,Confirmed
12001808,8009750,5014973,2023-05-07,Staged Accident,0.19,Closed,Inconclusive
12001809,8000077,5028789,2022-09-08,Inflated Repair,0.116,InProgress,NotConfirmed
12001810,8015765,5026005,2024-01-20,Staged Accident,0.512,Closed,NotConfirmed
12001811,8000533,5006040,2026-02-18,Identity Theft,0.625,InProgress,NotConfirmed
12001812,8012897,5028458,2021-03-30,Identity Theft,0.303,Open,Inconclusive
12001813,8039072,5017925,2024-03-04,Duplicate Claim,0.701,Closed,Inconclusive
12001814,8021585,5024364,2025-05-21,Inflated Repair,0.571,Open,NotConfirmed
12001815,8000444,5028889,2022-08-29,Identity Theft,0.385,Open,NotConfirmed
12001816,8014834,5002609,2023-06-17,Duplicate Claim,0.866,InProgress,Inconclusive
12001817,8007986,5026246,2025-01-13,Identity Theft,0.15,InProgress,Confirmed
12001818,8032714,5027371,2024-12-23,Duplicate Claim,0.274,Open,NotConfirmed
12001819,8016327,5008532,2022-05-05,Duplicate Claim,0.9,InProgress,Confirmed
12001820,8001159,5004115,2025-03-14,Inflated Repair,0.114,Open,NotConfirmed
12001821,8006955,5005034,2024-09-05,Duplicate Claim,0.887,InProgress,Confirmed
12001822,8004967,5006974,2023-12-23,Inflated Repair,0.237,Open,Confirmed
12001823,8028793,5011655,2024-02-24,Staged Accident,0.553,InProgress,NotConfirmed
12001824,8020640,5012255,2025-09-30,Duplicate Claim,0.473,InProgress,Inconclusive
12001825,8003851,5026228,2023-05-07,Inflated Repair,0.958,Closed,Confirmed
12001826,8022756,5016717,2024-01-12,Inflated Repair,0.561,Open,NotConfirmed
12001827,8015671,5006183,2023-08-29,Identity Theft,0.634,Closed,NotConfirmed
12001828,8021561,5020009,2025-03-09,Identity Theft,0.479,Open,Confirmed
12001829,8034090,5016723,2023-11-21,Duplicate Claim,0.796,Closed,Confirmed
12001830,8010085,5029726,2022-04-05,Staged Accident,0.297,InProgress,NotConfirmed
12001831,8010262,5026920,2025-11-29,Duplicate Claim,0.334,Open,NotConfirmed
12001832,8008349,5029639,2021-03-06,Identity Theft,0.575,Open,NotConfirmed
12001833,8020078,5026166,2024-05-12,Upcoding,0.162,InProgress,Confirmed
12001834,8025515,5003366,2025-05-13,Provider Collusion,0.293,Closed,Confirmed
12001835,8021551,5003288,2024-07-26,Inflated Repair,0.486,InProgress,NotConfirmed
12001836,8042931,5019468,2021-09-30,Duplicate Claim,0.481,Open,NotConfirmed
12001837,8006157,5018061,2022-06-17,Duplicate Claim,0.679,InProgress,Inconclusive
12001838,8043663,5026170,2022-07-12,Identity Theft,0.52,Open,NotConfirmed
12001839,8019442,5018275,2022-03-29,Upcoding,0.253,Closed,NotConfirmed
12001840,8014584,5003268,2022-04-14,Duplicate Claim,0.187,Open,Confirmed
12001841,8040811,5017395,2023-12-22,Duplicate Claim,0.551,Open,NotConfirmed
12001842,8000071,5015821,2023-11-29,Duplicate Claim,0.178,InProgress,NotConfirmed
12001843,8002569,5020056,2025-09-25,Inflated Repair,0.412,InProgress,NotConfirmed
12001844,8021375,5005417,2025-10-05,Identity Theft,0.255,Closed,Inconclusive
12001845,8033089,5011605,2025-01-26,Inflated Repair,0.402,Open,NotConfirmed
12001846,8025612,5003819,2025-01-20,Staged Accident,0.667,InProgress,Confirmed
12001847,8028569,5004205,2025-08-20,Staged Accident,0.262,Closed,Confirmed
12001848,8038519,5013196,2024-07-04,Duplicate Claim,0.256,InProgress,NotConfirmed
12001849,8023557,5005914,2020-06-23,Inflated Repair,0.966,Open,NotConfirmed
12001850,8042817,5010170,2022-10-23,Staged Accident,0.836,Open,Inconclusive
12001851,8004206,5025215,2023-11-01,Duplicate Claim,0.493,InProgress,Confirmed
12001852,8006500,5024808,2022-04-20,Duplicate Claim,0.969,Open,NotConfirmed
12001853,8026483,5012789,2025-04-10,Inflated Repair,0.955,InProgress,Confirmed
12001854,8003193,5020115,2022-11-05,Duplicate Claim,0.368,InProgress,Confirmed
12001855,8009114,5024049,2026-01-13,Upcoding,0.331,InProgress,NotConfirmed
12001856,8020287,5024186,2026-01-20,Inflated Repair,0.764,Open,NotConfirmed
12001857,8019415,5003392,2020-02-03,Inflated Repair,0.801,Open,NotConfirmed
12001858,8031848,5012816,2023-02-28,Staged Accident,0.326,InProgress,Confirmed
12001859,8011993,5008636,2020-11-17,Provider Collusion,0.278,InProgress,Confirmed
12001860,8044063,5023520,2025-04-27,Inflated Repair,0.267,InProgress,Inconclusive
12001861,8036259,5009063,2024-09-21,Provider Collusion,0.97,Closed,Confirmed
12001862,8021740,5006700,2023-05-22,Duplicate Claim,0.695,InProgress,NotConfirmed
12001863,8002176,5002573,2020-11-01,Inflated Repair,0.391,Open,Inconclusive
12001864,8008162,5003475,2026-02-28,Inflated Repair,0.587,Open,Confirmed
12001865,8004264,5008989,2022-03-11,Inflated Repair,0.504,Open,Confirmed
12001866,8026645,5003796,2022-10-13,Provider Collusion,0.696,Closed,NotConfirmed
12001867,8008249,5015512,2021-10-03,Identity Theft,0.948,InProgress,NotConfirmed
12001868,8018450,5005683,2021-02-14,Duplicate Claim,0.533,Open,Inconclusive
12001869,8040623,5001800,2025-08-23,Staged Accident,0.777,InProgress,NotConfirmed
12001870,8011735,5019211,2022-04-25,Identity Theft,0.708,Closed,Confirmed
12001871,8028381,5002926,2026-01-21,Duplicate Claim,0.267,InProgress,Confirmed
12001872,8005321,5028782,2021-02-11,Identity Theft,0.461,Open,Confirmed
12001873,8009954,5026766,2021-08-20,Inflated Repair,0.8,Open,NotConfirmed
12001874,8035832,5015878,2021-08-30,Staged Accident,0.588,Open,NotConfirmed
12001875,8009063,5012766,2023-05-10,Staged Accident,0.93,InProgress,NotConfirmed
12001876,8029007,5005007,2025-08-15,Duplicate Claim,0.464,Open,Inconclusive
12001877,8036529,5012427,2021-05-28,Duplicate Claim,0.6,Open,Inconclusive
12001878,8016974,5021698,2021-07-07,Duplicate Claim,0.49,InProgress,NotConfirmed
12001879,8031850,5009380,2022-02-16,Identity Theft,0.863,InProgress,NotConfirmed
12001880,8000036,5008236,2025-02-17,Provider Collusion,0.983,InProgress,Inconclusive
12001881,8035844,5001524,2024-03-13,Provider Collusion,0.728,Open,NotConfirmed
12001882,8022148,5026875,2021-01-17,Duplicate Claim,0.967,Open,NotConfirmed
12001883,8033858,5022910,2024-11-06,Inflated Repair,0.1,InProgress,Inconclusive
12001884,8033544,5004940,2023-03-09,Identity Theft,0.121,Open,Inconclusive
12001885,8003680,5028271,2024-12-17,Provider Collusion,0.594,Open,Confirmed
12001886,8039911,5016052,2020-04-13,Inflated Repair,0.177,InProgress,Confirmed
12001887,8023943,5025629,2022-07-24,Staged Accident,0.265,Open,NotConfirmed
12001888,8032796,5017279,2024-07-27,Duplicate Claim,0.874,InProgress,Confirmed
12001889,8004259,5016863,2021-04-07,Duplicate Claim,0.337,InProgress,Inconclusive
12001890,8015191,5003183,2023-05-20,Provider Collusion,0.248,Closed,Confirmed
12001891,8037473,5003459,2021-01-05,Identity Theft,0.416,Open,NotConfirmed
12001892,8023160,5017660,2023-03-31,Identity Theft,0.689,Closed,NotConfirmed
12001893,8008445,5009731,2024-03-14,Staged Accident,0.395,InProgress,NotConfirmed
12001894,8012122,5025415,2021-01-24,Inflated Repair,0.903,InProgress,NotConfirmed
12001895,8015156,5020600,2020-11-14,Staged Accident,0.297,Open,Confirmed
12001896,8038337,5009516,2023-05-16,Identity Theft,0.422,InProgress,Confirmed
12001897,8015523,5007233,2021-08-14,Upcoding,0.136,Closed,NotConfirmed
12001898,8022484,5028064,2021-05-31,Inflated Repair,0.373,InProgress,Inconclusive
12001899,8038842,5011646,2023-03-25,Identity Theft,0.362,InProgress,NotConfirmed
12001900,8000839,5017009,2020-11-27,Identity Theft,0.477,Open,Confirmed
12001901,8027236,5017584,2023-07-13,Upcoding,0.112,InProgress,Inconclusive
12001902,8004176,5004898,2023-09-13,Inflated Repair,0.596,Open,Inconclusive
12001903,8038591,5018846,2024-08-18,Inflated Repair,0.833,Closed,Confirmed
12001904,8031090,5025338,2021-04-27,Provider Collusion,0.244,InProgress,NotConfirmed
12001905,8024185,5018560,2022-09-08,Provider Collusion,0.924,Open,Confirmed
12001906,8033858,5022910,2024-11-10,Provider Collusion,0.658,InProgress,NotConfirmed
12001907,8026221,5018881,2021-04-29,Provider Collusion,0.392,Closed,Confirmed
12001908,8032296,5001966,2024-09-23,Staged Accident,0.503,InProgress,NotConfirmed
12001909,8005769,5013799,2020-09-10,Inflated Repair,0.705,Closed,Confirmed
12001910,8012075,5025104,2021-10-26,Staged Accident,0.147,InProgress,NotConfirmed
12001911,8008400,5023310,2022-08-20,Staged Accident,0.724,Closed,Inconclusive
12001912,8044033,5029460,2020-11-17,Provider Collusion,0.593,InProgress,NotConfirmed
12001913,8027436,5012654,2025-10-30,Provider Collusion,0.321,Open,NotConfirmed
12001914,8015946,5021524,2021-06-25,Staged Accident,0.587,Closed,Confirmed
12001915,8004581,5026495,2020-07-02,Provider Collusion,0.568,Closed,Inconclusive
12001916,8022662,5009613,2022-05-02,Duplicate Claim,0.862,InProgress,NotConfirmed
12001917,8005576,5004222,2022-01-03,Inflated Repair,0.484,InProgress,Inconclusive
12001918,8016483,5000057,2023-02-12,Inflated Repair,0.331,InProgress,Inconclusive
12001919,8039878,5022229,2024-05-02,Inflated Repair,0.233,Open,Confirmed
12001920,8040467,5029419,2025-02-05,Identity Theft,0.111,Closed,NotConfirmed
12001921,8039615,5023230,2024-07-03,Inflated Repair,0.474,Open,NotConfirmed
12001922,8009270,5014452,2022-05-12,Upcoding,0.538,InProgress,NotConfirmed
12001923,8020190,5021298,2025-06-02,Staged Accident,0.945,Open,Confirmed
12001924,8034172,5029050,2022-07-31,Duplicate Claim,0.709,InProgress,Confirmed
12001925,8041072,5000526,2021-02-02,Staged Accident,0.842,InProgress,NotConfirmed
12001926,8033404,5014540,2021-06-23,Identity Theft,0.822,Open,Confirmed
12001927,8029677,5007267,2024-08-07,Identity Theft,0.392,Open,Confirmed
12001928,8008821,5013282,2022-03-07,Identity Theft,0.626,InProgress,NotConfirmed
12001929,8011206,5016423,2021-05-19,Provider Collusion,0.322,Open,NotConfirmed
12001930,8007974,5028205,2022-11-14,Duplicate Claim,0.582,Closed,NotConfirmed
12001931,8037327,5008176,2025-06-01,Upcoding,0.611,Open,NotConfirmed
12001932,8016460,5021424,2021-09-04,Provider Collusion,0.651,Open,Confirmed
12001933,8010628,5006659,2024-01-14,Upcoding,0.914,InProgress,Confirmed
12001934,8040596,5007478,2025-01-11,Staged Accident,0.309,Closed,NotConfirmed
12001935,8028542,5026734,2022-01-19,Inflated Repair,0.446,Closed,Confirmed
12001936,8010808,5000124,2024-04-11,Duplicate Claim,0.705,Open,NotConfirmed
12001937,8021139,5015523,2020-09-22,Staged Accident,0.177,Open,Confirmed
12001938,8003387,5011410,2023-09-27,Inflated Repair,0.377,InProgress,Inconclusive
12001939,8006854,5010354,2025-06-09,Inflated Repair,0.282,InProgress,NotConfirmed
12001940,8011509,5001679,2025-03-26,Upcoding,0.895,Closed,Inconclusive
12001941,8005481,5013952,2024-08-31,Staged Accident,0.281,Open,Confirmed
12001942,8006137,5016163,2022-05-17,Staged Accident,0.693,Open,Confirmed
12001943,8041857,5022044,2024-10-20,Inflated Repair,0.305,Open,Inconclusive
12001944,8009754,5025184,2022-09-02,Duplicate Claim,0.541,InProgress,Confirmed
12001945,8041018,5029184,2021-10-28,Upcoding,0.416,Open,Inconclusive
12001946,8025692,5017983,2021-07-31,Staged Accident,0.47,InProgress,NotConfirmed
12001947,8008480,5014143,2021-01-22,Inflated Repair,0.16,Closed,Confirmed
12001948,8032873,5025122,2025-07-25,Inflated Repair,0.823,Closed,Confirmed
12001949,8009062,5028856,2023-04-18,Inflated Repair,0.985,Open,NotConfirmed
12001950,8044639,5013727,2020-07-25,Staged Accident,0.757,InProgress,NotConfirmed
12001951,8008060,5006951,2025-08-08,Inflated Repair,0.484,InProgress,NotConfirmed
12001952,8037005,5029776,2024-05-21,Staged Accident,0.493,Open,Inconclusive
12001953,8016903,5017373,2024-06-30,Provider Collusion,0.303,InProgress,Confirmed
12001954,8010826,5001893,2025-11-17,Staged Accident,0.961,Open,NotConfirmed
12001955,8037411,5011891,2025-06-08,Staged Accident,0.324,Open,Confirmed
12001956,8008995,5008119,2025-02-09,Staged Accident,0.353,Open,NotConfirmed
12001957,8014919,5000683,2023-07-24,Upcoding,0.823,InProgress,Inconclusive
12001958,8005358,5005495,2023-08-01,Inflated Repair,0.784,Open,NotConfirmed
12001959,8032562,5012995,2024-12-02,Provider Collusion,0.222,Open,NotConfirmed
12001960,8034714,5022977,2025-11-28,Inflated Repair,0.927,Closed,NotConfirmed
12001961,8039796,5021770,2025-07-16,Identity Theft,0.927,InProgress,Inconclusive
12001962,8038185,5023250,2024-04-10,Staged Accident,0.939,Open,Confirmed
12001963,8003943,5018193,2024-08-05,Identity Theft,0.358,Closed,NotConfirmed
12001964,8023109,5028233,2021-05-09,Staged Accident,0.115,Open,Confirmed
12001965,8043488,5011393,2021-03-28,Inflated Repair,0.127,InProgress,NotConfirmed
12001966,8042657,5001846,2026-06-07,Inflated Repair,0.344,Open,Confirmed
12001967,8034880,5001008,2022-09-18,Identity Theft,0.668,InProgress,Confirmed
12001968,8029612,5024347,2021-12-01,Inflated Repair,0.258,InProgress,Inconclusive
12001969,8016841,5017592,2023-10-17,Staged Accident,0.45,Open,NotConfirmed
12001970,8030764,5025941,2021-12-08,Inflated Repair,0.827,Closed,Confirmed
12001971,8022216,5024277,2023-02-28,Provider Collusion,0.102,Open,NotConfirmed
12001972,8016762,5014155,2022-08-18,Provider Collusion,0.516,Open,Inconclusive
12001973,8001802,5000837,2022-10-28,Duplicate Claim,0.29,InProgress,Inconclusive
